UCAH0031	L006011RawData32	3	14				N									TC_006_011_THE_DATA_TO_LOAD_AFTER_APPLYING_THE_MASK_(DATA_LENGTH_IS_EQUAL_TO_THE_WORD_LENGTH_OF_THE_MEMORY_REGION_SPECIFIED_BY_MEM_ID)
UCAH0032	L006005MemoryId	2	8				T			UCAFTA0023						TC_006_005_MEMORY_ID_FROM_WHERE_THE_DUMP_IS_REQUESTED
UCAH0033	L006005NumOfInstr	3	4				N									TC_006_005_NUMBER_OF_INSTRUCTIONS_IN_THIS_TC
UCAH0034	L006005MemAddr	3	14				N									TC_006_005_THE_INSTRUCTION'S_START_ADDRESS_FROM_WHERE_THE_DUMP_IS_REQUESTED
UCAH0035	L006005NumOfBytes	3	14				N									TC_006_005_THE_INSTRUCTION'S_DATA_LENGTH:_THE_NUMBER_OF_BYTES_TO_BE_DUMPED
UCAH0036	L006009MemoryId	2	8				T			UCAFTA0023						TC_006_009_MEMORY_ID_WHERE_THE_AREAS_TO_CHECK_ARE_LOCATED
UCAH0037	L006009NumOfInstr	3	4				N									TC_006_009_NUMBER_OF_INSTRUCTIONS_IN_THIS_TC
UCAH0038	L006009MemAddr	3	14				N									TC_006_009_THE_INSTRUCTION'S_START_ADDRESS_WHERE_THE_CHECK_SHALL_BE_STARTED
UCAH0039	L006009NumOfBytes	3	14				N									TC_006_009_THE_INSTRUCTION'S_DATA_LENGTH:_THE_NUMBER_OF_BYTES_IN_THE_AREA_WHERE_THE_CHECK_SHALL_BE_PERFORMED
UCAH0040	L006013MemoryId	2	8				T			UCAFTA0023						TC_006_013_MEMORY_ID_THAT_THE_SCRUBBING_TO_ENABLE_FOR
UCAH0041	L006014MemoryId	2	8				T			UCAFTA0023						TC_006_014_MEMORY_ID_THAT_THE_SCRUBBING_TO_DISABLE_FOR
UCAH0042	L006140MemAddrSrc	3	14				N									TC_006_140_START_ADDRESS_OF_THE_DATA_IN_THE_MASSMEMORYBUFFER_TO_COPY_TO_MASSMEMORY
UCAH0043	L006140MemAddrDst	3	14				N									TC_006_140_THE_ADDRESS_OF_THE_START_MASSMEMORY_PAGE_TO_COPY_THE_DATA_TO
UCAH0044	L006140NumOfPagesMM	3	12				N									TC_006_140_NUMBER_OF_MASSMEMORY_PAGES_TO_WRITE_(THE_LENGTH_OF_THE_DATA_TO_TRANSFER_FROM_MASSMEMORYBUFFER_TO_MASSMEMORY_IN_THE_UNIT_OF_MASS_MEMORY_PAGES)
UCAH0045	L006141MemAddrSrc	3	14				N									TC_006_141_THE_START_ADDRESS_OF_THE_MASSMEMORY_PAGE_TO_COPY_THE_DATA_FROM
UCAH0046	L006141MemAddrDst	3	14				N									TC_006_141_ADDRESS_OF_THE_DESTINATION_IN_THE_MASSMEMORYBUFFER_TO_COPY_TO
UCAH0047	L006141NumOfPagesMM	3	12				N									TC_006_141_NUMBER_OF_MASSMEMORY_PAGES_TO_WRITE_(THE_LENGTH_OF_THE_DATA_TO_TRANSFER_FROM_MASSMEMORYBUFFER_TO_MASSMEMORY_IN_THE_UNIT_OF_MASS_MEMORY_PAGES)
UCAH0048	L006142MemAddr	3	14				N									TC_006_142_START_ADDRESS_OF_THE_PAGE_OF_THE_BLOCK_TO_CLEAR
UCAH0049	L009128TimeCoarse	3	14				N									TC_009_128_4-BYTE_COARSE_PART_OF_THE_CUC_TIME_WHICH_IS_VALID_UPON_THE_NEXT_SPW_TIMECODE_(IF_IT_IS_RECEIVED_IN_THE_300MS-1000MS_TIME_FRAME_AFTER_THIS_TC)
UCAH0052	L020001NumOfParams	3	4				N									TC_020_001_NUMBER_OF_PARAMETERS_TO_BE_REPORTED
UCAH0053	L020001ParamId	3	14				N									TC_020_001_PID_OF_THE_PARAMETER_TO_BE_REPORTED
UCAH0054	L020003NumOfParams	3	4				N									TC_020_003_NUMBER_OF_PARAMETERS_TO_SET
UCAH0055	L020003ParamId	3	14				N									TC_020_003_PID_OF_THE_PARAMETER_TO_SET
UCAH0056	L020003OnbParamVal	7	8				N									TC_020_003_VALUE_OF_THE_PARAMETER_TO_SET
UCAH0057	L020004NumOfParams	3	4				N									TC_020_004_NUMBER_OF_PARAMETER_DEFINITIONS_TO_CHANGE
UCAH0058	L020004ParamId	3	14				N									TC_020_004_PID_OF_THE_PARAMETER_DEFINITION_TO_BE_CHANGED
UCAH0059	L020004MemoryId	2	8				T			UCAFTA0023						TC_020_004_MEMORY_ID_WHERE_THE_PARAMETER'S_ADDRESS_IS_LOCATED
UCAH0060	L020004MemAddr	3	14				N									TC_020_004_ADDRESS_OF_THE_PARAMETER
UCAH0061	L020004PtcValue	3	4				N									TC_020_004_TYPE_CODE_FOR_THE_PARAMETER
UCAH0062	L020004PfcValue	3	12				N									TC_020_004_FORMAT_CODE_OF_THE_PARAMETER
UCAH0063	L020006NumOfParams	3	4				N									TC_020_006_NUMBER_OF_PARAMETER_DEFINITIONS_TO_BE_REPORTED
UCAH0064	L020006ParamId	3	14				N									TC_020_006_ID_OF_THE_PARAMETER_DEFINITION_TO_BE_REPORTED
UCAH0065	L020128NumOfParams	3	4				N									TC_020_128_NUMBER_OF_PARAMETERS_TO_BE_SET
UCAH0066	L020128ParamId	3	14				N									TC_020_128_PID_OF_THE_PARAMETER_TO_BE_SET
UCAH0067	L020128OnbParamVal	7	8				N									TC_020_128_VALUE_OF_THE_PARAMETER_TO_SET
UCAH0068	L160001SessionId	3	14				N									TC_160_001_SESSION_ID_OF_THE_UPDATE_PROCESS
UCAH0069	L160001SwImageSize	3	14				N									TC_160_001_SIZE_OF_THE_NEW_SW_IMAGE_IN_BYTES
UCAH0070	L160001UpdateType	2	8				T			UCAFTA0024						TC_160_001_THE_TYPE_OF_THE_UPDATE_TO_BE_PERFORMED_(ASW_OR_BSW)
UCAH0071	L160002SessionId	3	14				N									TC_160_002_SESSION_ID_OF_THE_UPDATE_PROCESS
UCAH0072	L160002ByteOffset	3	14				N									TC_160_002_THE_OFFSET_OF_THE_DATA_CHUNK_FROM_THE_STARTING_ADDRESS_OF_THE_UPLOADED_SW_IMAGE
UCAH0073	L160002NumOfBytes	3	12				N									TC_160_002_LENGTH_OF_THE_DATA_FIELD_IN_THIS_TC_IN_BYTES
UCAH0074	L160002RawData8	3	4				N									TC_160_002_DATA_BYTE_OF_THE_CHUNK_OF_THE_NEW_SW_IMAGE
UCAH0075	L160003SessionId	3	14				N									TC_160_003_SESSION_ID_OF_THE_UPDATE_PROCESS
UCAH0076	L160003ChkSumMd5	7	16				N									TC_160_003_MD5_CHECKSUM_OF_THE_UPLOADED_NEW_SW_IMAGE
UCAH0077	L160004SessionId	3	14				N									TC_160_004_SESSION_ID_OF_THE_UPDATE_PROCESS
UCAH0078	L160005SessionId	3	14				N									TC_160_005_SESSION_ID_OF_THE_UPDATE_PROCESS
UCAH0079	L160011SwImageId	2	8				T			UCAFTA0018						TC_160_011_THE_SELECTED_ASW_IMAGE_TO_BE_BOOTED
UCAH0080	L160011ForceBoot	2	8				N									TC_160_011_FORCE_THE_BOOT_OF_THE_SELECTED_IMAGE_EVEN_IN_CASE_OF_ERROR_(LIKE_INTEGRITY_CHECK_FAILS)
UCAH0081	L166010AswMissPhase	2	8				T			UCAFTA0011						TC_166_010_THE_MISSION_PHASE_FLAG_VALUE_TO_SET
UCAH0082	L166023NumOfParams	3	4				N									TC_166_023_NUMBER_OF_PARAMETERS_TO_PERSIST
UCAH0083	L166023ParamId	3	14				N									TC_166_023_PID_OF_THE_CONTEXT_PARAMETER_TO_PERSIST
UCAH0084	L166024ParamInstance	2	8				T			UCAFTA0003						TC_166_024_FLAG_INDICATING_WHETHER_THE_CALCULATION_IS_DONE_ON_PERSISTENT_OR_RAM_COPY
UCAH0085	L166026NumOfParams	3	4				N									TC_166_026_THE_NUMBER_OF_PARAMETERS_TO_REPORT_THE_VALUE_OF
UCAH0086	L166026ParamId	3	14				N									TC_166_026_PID_OF_THE_CONFIGURATION_PARAMETER_TO_REPORT_ITS_VALUE
UCAH0087	L166028NumOfParams	3	4				N									TC_166_028_NUMBER_OF_PARAMETERS_TO_PERSIST
UCAH0088	L166028ParamId	3	14				N									TC_166_028_PID_OF_THE_CONFIGURATION_PARAMETER_TO_PERSIST
UCAH0089	L166030FastBootFl	2	8				T			UCAFTA0002						TC_166_030_CONTROLS_THE_PERSISTENT_VALUE_OF_THE_FAST_BOOT_OPTION_OF_THE_BSW_1_(0_-_FAST_BOOT_MODE_WITHOUT_MEMORY_CHECK,_1_-_NORMAL_BOOT_WITH_MEMORY_CHECK)
UCAH0090	L166030AutoBootFlDef	2	8				T			UCAFTA0002						TC_166_030_CONTROLS_THE_PERSISTENT_VALUE_OF_THE_AUTO_BOOT_OPTION_OF_THE_BSW_2_(0_-_BSW_2_REMAINS_IN_MAINTENANCE_MODE,_1_-_BSW_2_STARTS_ASW_AUTOMATICALLY)
UCAH0091	L166030MissionPhaseFlDef	2	8				T			UCAFTA0011						TC_166_030_CONTROLS_THE_PERSISTENT_VALUE_OF_THE_MISSION_PHASE_FLAG
UCAH0092	L166030SwImgTagBswNext	2	8				T			UCAFTA0018						TC_166_030_THE_BSW_2_IMAGE_TYPE_TO_BOOT_UPON_THE_NEXT_BOOTUP_OF_THE_DPM_SW
UCAH0093	L166030SwImgTagBswDef	2	8				T			UCAFTA0018						TC_166_030_THE_BSW_2_IMAGE_TYPE_TO_USE_AS_DEFAULT_UPON_THE_NEXT_BOOTUP_OF_THE_DPM_SW_(DURING_THE_NEXT_BOOTUP_-_AFTER_LOADING_THE_IMAGE_REFERENCED_BY_BSW_NEXT,_THE_VALUE_OF_THE_NEXT_BOOT_TARGET_WILL_BE_SET_TO_DEFAULT)
UCAH0094	L166030SwImgTagAswNext	2	8				T			UCAFTA0018						TC_166_030_THE_ASW_IMAGE_TYPE_TO_BOOT_UPON_THE_NEXT_BOOTUP_OF_THE_DPM_SW
UCAH0095	L166030SwImgTagAswDef	2	8				T			UCAFTA0018						TC_166_030_THE_ASW_IMAGE_TYPE_TO_USE_AS_DEFAULT_UPON_THE_NEXT_BOOTUP_OF_THE_DPM_SW_(DURING_THE_NEXT_BOOTUP_-_AFTER_LOADING_THE_IMAGE_REFERENCED_BY_ASW_NEXT,_THE_VALUE_OF_THE_NEXT_BOOT_TARGET_WILL_BE_SET_TO_DEFAULT)
UCAH0096	L167001SdfFirst	3	12				N									TC_167_001_FIRST_SDF_TO_CLEAR
UCAH0097	L167001SdfLast	3	12				N									TC_167_001_LAST_SDF_TO_CLEAR
UCAH0098	L167002SdfFirst	3	12				N									TC_167_002_FIRST_SDF_TO_BE_INCLUDED_IN_THE_REPORT
UCAH0099	L167002SdfLast	3	12				N									TC_167_002_LAST_SDF_TO_BE_INCLUDED_IN_THE_REPORT
UCAH0100	L167004SdfFirst	3	12				N									TC_167_004_FIRST_SDF_TO_BE_DOWNLOADED
UCAH0101	L167004SdfLast	3	12				N									TC_167_004_LAST_SDF_TO_BE_DOWNLOADED
UCAH0102	L167004Priority	2	8				T			UCAFTA0006						TC_167_004_THE_PRIORITY_ASSIGNMENTS_THAT_SHALL_BE_DOWNLOADED_IN_THE_GIVEN_RANGE
UCAH0103	L167020SdfId	3	12				N									TC_167_020_THE_ID_OF_THE_SDF_TO_WRITE_THE_DATA_INTO
UCAH0104	L167020Pattern32	3	14				N									TC_167_020_THE_32-BIT_PATTERN_TO_WRITE
UCAH0105	L167021MemoryId	2	8				T			UCAFTA0023						TC_167_021_THE_SELECTED_MM_BANK_TO_EVALUATE_(FLASH0_OR_FLASH1)
UCAH0106	L167021MmBlock	3	14				N									TC_167_021_STARTING_BLOCK_OF_THE_RANGE_TO_EVALUATE
UCAH0107	L167021NumOfMmBlocks	3	4				N									TC_167_021_NUMBER_OF_BLOCKS_TO_EVALUATE
UCAH0108	L167021MmPatternType	3	4				N									TC_167_021_TYPE_OF_THE_PATTERN_TO_APPLY_(0_-_FIXED,_1_-_RAMP,_2_-_RANDOM)
UCAH0109	L167021Aux32	3	14				N									TC_167_021_THE_FIX_PATTERN_TO_APPLY_OR_THE_START_VALUE_OF_THE_RAMP
UCAH0110	L156010BoeId	3	4				N									TC_156_010_ID_OF_THE_BLOCK_OF_EXPOSURES_(BOE)_TO_START
UCAH0111	L156010BoePeriod	3	14				N									TC_156_010_PERIOD_FOR_THE_ENTIRE_SELECTED_BLOCK_OF_EXPOSURES
UCAH0112	L156012BoeId	3	4				N									TC_156_012_ID_OF_THE_BLOCK_OF_EXPOSURES
UCAH0113	L156012BoeRow	3	4				N									TC_156_012_INDEX_OF_THE_ROW_IN_THE_SPECIFIED_BLOCK_OF_EXPOSURES_TO_BE_UPLOADED
UCAH0114	L156012NumOfBoeRows	3	4				N									TC_156_012_NUMBER_OF_ROWS_IN_THE_SPECIFIED_BLOCK_OF_EXPOSURES_TO_BE_UPLOADED
UCAH0115	L156012FilterSelection	3	4				N									TC_156_012_FILTER_SELECTION_FOR_THE_EXPOSURE_FROM_THE_INDEX_GIVEN_BY_THE_FIRST_ROW_PARAMETER_IN_THIS_TC_IN_THE_SPECIFIED_BLOCK_OF_EXPOSURES
UCAH0116	L156012ExposureTime	3	14				N									TC_156_012_EXPOSURE_TIME_FOR_THE_EXPOSURE_FROM_THE_INDEX_GIVEN_BY_THE_FIRST_ROW_PARAMETER_IN_THIS_TC_IN_THE_SPECIFIED_BLOCK_OF_EXPOSURES
UCAH0117	L156012ExposureWaitTime	3	14				N									TC_156_012_WAIT_TIME_FOR_THE_EXPOSURE_FROM_THE_INDEX_GIVEN_BY_THE_FIRST_ROW_PARAMETER_IN_THIS_TC_IN_THE_SPECIFIED_BLOCK_OF_EXPOSURES
UCAH0118	L156012Priority	3	4				N									TC_156_012_PRIORITY_FOR_THE_EXPOSURE_FROM_THE_INDEX_GIVEN_BY_THE_FIRST_ROW_PARAMETER_IN_THIS_TC_IN_THE_SPECIFIED_BLOCK_OF_EXPOSURES
UCAH0119	L156021NumberOfOscBlocks	3	12				N									TC_156_021_NUMBER_OF_REQUESTED_BLOCKS
UCAH0120	L157001HtrZoneId	2	8				T			UCAFTA0029						TC_157_001_ZONE_ID_TO_SELECT_THE_CONTROLLER_TYPE
UCAH0121	L157002HtrSetId	2	8				T			UCAFTA0009						TC_157_002_IDENTIFIER_OF_THE_HEATER_SET_TO_SELECT
UCAH0122	L157003HtrZoneId	2	8				T			UCAFTA0029						TC_157_003_ZONE_ID_TO_SELECT_THE_CONTROLLER_TYPE
UCAH0123	L157003HtrControllerType	2	8				T			UCAFTA0013						TC_157_003_TYPE_OF_THE_CONTROLLER_ALGORITHM_FOR_THE_SPECIFIC_ZONE
UCAH0124	L157004HtrDutyCycPeriod	3	12				N									TC_157_004_THE_DUTY_CYCLE_TO_SET
UCAH0125	L157005ThermEnabStats	3	12				N									TC_157_005_THE_BITFIELD_CONTAINING_THE_ENABLED_STATUS_FOR_EACH_THERMISTOR
UCAH0126	L157006AlarmRb	3	12				N									TC_157_006_ALARM_TEMPERATURE_FOR_THE_REAR_BAFFLE
UCAH0127	L157006AlarmFb	3	12				N									TC_157_006_ALARM_TEMPERATURE_FOR_THE_FRONT_BAFFLE
UCAH0128	L157006AlarmFpa	3	12				N									TC_157_006_ALARM_TEMPERATURE_FOR_THE_FOCAL_PLANE_ASSEMBLY
UCAH0129	L157007EnabRb	2	8				T			UCAFTA0007						TC_157_007_THE_ENABLED_STATUS_OF_THE_OVER-TEMPERATURE_MONITORING_IN_THE_REAR_BAFFLE
UCAH0130	L157007EnabFb	2	8				T			UCAFTA0007						TC_157_007_THE_ENABLED_STATUS_OF_THE_OVER-TEMPERATURE_MONITORING_IN_THE_FRONT_BAFFLE
UCAH0131	L157007EnabFpa	2	8				T			UCAFTA0007						TC_157_007_THE_ENABLED_STATUS_OF_THE_OVER-TEMPERATURE_MONITORING_IN_THE_FOCAL_PLANE_ASSEMBLY
UCAH0132	L157010HtrId	3	4				N									TC_157_010_IDENTIFIER_OF_THE_HEATER_TO_SWITCH_ON
UCAH0133	L157011HtrId	3	4				N									TC_157_011_IDENTIFIER_OF_THE_HEATER_TO_SWITCH_OFF
UCAH0134	L157012ThermId	3	4				N									TC_157_012_IDENTIFIER_OF_THE_THERMISTOR_TO_MARK_AS_FAILED
UCAH0135	L157013ThermId	3	4				N									TC_157_013_IDENTIFIER_OF_THE_THERMISTOR_TO_MARK_AS_HEALTHY
UCAH0136	L170001EvtLogSeqCntFirst	3	14				N									TC_170_001_THE_INVERSE_SEQUENCE_COUNTER_OF_THE_EVENT_LOG_RECORD_TO_READ
UCAH0137	L170001EvtLogSeqCntLast	3	14				N									TC_170_001_THE_INVERSE_SEQUENCE_COUNTER_OF_THE_LAST_EVENT_LOG_RECORD_TO_READ
