KTT04098	HK_EDAC_LAST_ERR_SYNC			2	8	8			S	R	KTKT4004	F	N						Y			B
KTT04099	HK_RSE_LAST_FAIL_ADDR			3	4	8			N	R		F	N						Y			B
KTT04100	HK_RSE_LAST_ERR_RESP			3	4	8			N	R		F	N						Y			B
KTT04101	HK_RSE_LAST_ERR_TIMESTAMP			9	18	56			N	R		F	N						Y			B
KTT04102	HK_RSE_LAST_ERR_SYNC			2	8	8			S	R	KTKT4004	F	N						Y			B
KTT04911	SENDBUF_OUT			3	4	8			N	R		F	N						Y			B
KTT04160	SENDBUF_NUM			3	4	8			N	R		F	N						Y			B
KTT04912	SENDBUF_IN			3	4	8			N	R		F	N						Y			B
KTT04913	CMDBUF_OUT			3	4	8			N	R		F	N						Y			B
KTT04161	CMDBBUF_NUM			3	4	8			N	R		F	N						Y			B
KTT04914	CMDBBUF_IN			3	4	8			N	R		F	N						Y			B
KTT04163	GR712RC_CCR			3	14	32			N	R		F	N						Y			B
KTT04915	GR712RC_MSR			3	14	32			N	R		F	N						Y			B
KTT04916	125MS_TICK			3	14	32			N	R		F	N						Y			B
KTT04162	LOOP_TIME			3	14	32			N	R		F	N						Y			B
KTT04164	MAX_LOOP_TIME			3	14	32			N	R		F	N						Y			B
KTT04165	WDOG_TIME			3	14	32			N	R		F	N						Y			B
KTT04917	ADC_PERIOD			3	12	16			N	R		F	N						Y			B
KTT04918	HK_PERIOD_DBS			3	12	16			N	R		F	N						Y			B
KTT04919	HK_PERIOD_ESS			3	12	16			N	R		F	N						Y			B
KTT04920	HK_PERIOD_EXT			3	12	16			N	R		F	N						Y			B
KTT04921	AHB_SCRUB_ADDR			3	14	32			N	R		F	N						Y			B
KTT04166	MEM_SCRUB_TIME			3	14	32			N	R		F	N						Y			B
KTT04167	SEQ_APID_141_DEST_00			3	4	8			N	R		F	N						Y			B
KTT04168	SEQ_APID_141_DEST_20			3	4	8			N	R		F	N						Y			B
KTT04169	SEQ_APID_141_DEST_30			3	4	8			N	R		F	N						Y			B
KTT04170	SEQ_APID_141_DEST_40			3	4	8			N	R		F	N						Y			B
KTT04941	HK_DBS_SPARE			3	12	16			N	R		F	N						Y			B
KTT04180	HK_DPU_MODE_ESS			2	8	8			S	R	KTKT4005	F	N						Y			B
KTT04181	HK_DPU_UNIT_ESS			3	4	8			N	R		F	N						Y			B
KTT04182	HK_ESS_RSE_SHUT_STS_SPARE			1	0	1			N	R		F	N						Y			B
KTT04183	HK_ESS_RSE_ELEC_TOO_HOT			1	0	1			N	R		F	N						Y			B
KTT04184	HK_ESS_RSE_MOTOR_TOO_HOT			1	0	1			N	R		F	N						Y			B
KTT04185	HK_ESS_RSE_EMERGENCY			1	0	1			N	R		F	N						Y			B
KTT04186	HK_ESS_RSE_OPENING			1	0	1			N	R		F	N						Y			B
KTT04187	HK_ESS_RSE_CLOSING			1	0	1			N	R		F	N						Y			B
KTT04188	HK_ESS_RSE_DOOR_OPEN			1	0	1			N	R		F	N						Y			B
KTT04189	HK_ESS_RSE_DOOR_CLOSED			1	0	1			N	R		F	N						Y			B
KTT04190	HK_ESS_PSU_STS_SPARE1			1	0	1			N	R		F	N						Y			B
KTT04191	HK_ESS_PSU_STS_SPARE2			1	0	1			N	R		F	N						Y			B
KTT04192	HK_ESS_PSU_FEE_OK			1	0	1			N	R		F	N						Y			B
KTT04193	HK_ESS_PSU_FEE_ON			1	0	1			N	R		F	N						Y			B
KTT04194	HK_ESS_PSU_PINPULLER_OK			1	0	1			N	R		F	N						Y			B
KTT04195	HK_ESS_PSU_PINPULLER_ON			1	0	1			N	R		F	N						Y			B
KTT04196	HK_ESS_PSU_RSE_OK			1	0	1			N	R		F	N						Y			B
KTT04197	HK_ESS_PSU_PSU_OK			1	0	1			N	R		F	N						Y			B
KTT04198	HK_ADC_P3V9		V	3	12	16			N	R	KSKP0012	F	N						Y			B
KTT04199	HK_ADC_P3V3		V	3	12	16			N	R	KSKP0011	F	N						Y			B
KTT04200	HK_ADC_P3V3_LVDS		V	3	12	16			N	R	KSKP0010	F	N						Y			B
KTT04201	HK_ADC_P2V5		V	3	12	16			N	R	KSKP0009	F	N						Y			B
KTT04202	HK_ADC_P1V8		V	3	12	16			N	R	KSKP0008	F	N						Y			B
KTT04203	HK_ADC_P1V2		V	3	12	16			N	R	KSKP0007	F	N						Y			B
KTT04204	HK_ADC_REF		V	3	12	16			N	R	KSKP0013	F	N						Y			B
KTT04205	HK_ADC_I_FEE_ANA		A	3	12	16			N	R	KSKP0015	F	N						Y			B
KTT04206	HK_ADC_I_FEE_DIG		A	3	12	16			N	R	KSKP0016	F	N						Y			B
KTT04207	HK_ADC_I_DPU		A	3	12	16			N	R	KSKP0014	F	N						Y			B
KTT04208	HK_ADC_I_RSE		A	3	12	16			N	R	KSKP0018	F	N						Y			B
KTT04209	HK_ADC_I_HEATER		A	3	12	16			N	R	KSKP0017	F	N						Y			B
KTT04210	HK_ADC_TEMP1		degC	3	12	16			N	R	KSKP0004	F	N						Y			B
KTT04211	HK_ADC_TEMP_FEE		degC	3	12	16			N	R	KSKP0003	F	N						Y			B
KTT04212	HK_ADC_TEMP_CCD		degC	3	12	16			N	R	KSKP0002	F	N						Y			B
KTT04213	HK_ADC_PSU_TEMP		degC	3	12	16			N	R	KSKP0001	F	N						Y			B
KTT04214	HK_ERR_CNT			3	12	16			N	R		F	N						Y			B
KTT04215	HK_ERR_LAST_EVENT_ID_ESS			2	16	16			S	R	KSKT5036	F	N						Y			B
KTT04216	HK_SPARE			3	12	16			N	R		F	N						Y			B
KTT04103	ERRCNT_MEM_COR_RAM			3	4	8			N	R		F	N						Y			B
KTT04104	ERRCNT_MEM_UNCOR_RAM			3	4	8			N	R		F	N						Y			B
KTT04105	ERRCNT_MEM_UNCOR_MRAM			3	4	8			N	R		F	N						Y			B
KTT04106	ERRCNT_MEM_COR_MRAM			3	4	8			N	R		F	N						Y			B
KTT04107	ERRCNT_MEM_MRAM_LCL			3	4	8			N	R		F	N						Y			B
KTT04108	ERRCNT_MEM_LOAD_CMP			3	4	8			N	R		F	N						Y			B
KTT04109	ERRCNT_PARLOAD_CMP			3	4	8			N	R		F	N						Y			B
KTT04110	ERRCNT_ADC_LOGIC			3	4	8			N	R		F	N						Y			B
KTT04111	ERRCNT_ADC_FAILURE			3	4	8			N	R		F	N						Y			B
KTT04112	ERRCNT_ADC_OUT_OF_RANGE			3	4	8			N	R		F	N						Y			B
KTT04113	ERRCNT_DPU_VOLT_WARN			3	4	8			N	R		F	N						Y			B
KTT04114	ERRCNT_DPU_TEMP_WARN			3	4	8			N	R		F	N						Y			B
KTT04115	ERRCNT_DPU_PERM_WARN			3	4	8			N	R		F	N						Y			B
KTT04116	ERRCNT_DPU_VOLT_FAIL			3	4	8			N	R		F	N						Y			B
KTT04117	ERRCNT_DPU_TEMP_FAIL			3	4	8			N	R		F	N						Y			B
KTT04118	ERRCNT_DPU_PERM_FAIL			3	4	8			N	R		F	N						Y			B
KTT04119	ERRCNT_SPW_RXTO			3	4	8			N	R		F	N						Y			B
KTT04120	ERRCNT_SPW_TXTO			3	4	8			N	R		F	N						Y			B
KTT04121	ERRCNT_SPW_CONTO			3	4	8			N	R		F	N						Y			B
KTT04122	ERRCNT_SPW_PARITY			3	4	8			N	R		F	N						Y			B
KTT04123	ERRCNT_SPW_DISCONNECT			3	4	8			N	R		F	N						Y			B
KTT04124	ERRCNT_SPW_ESCAPE			3	4	8			N	R		F	N						Y			B
KTT04125	ERRCNT_SPW_CREDIT			3	4	8			N	R		F	N						Y			B
KTT04126	ERRCNT_SPW_RXAHB			3	4	8			N	R		F	N						Y			B
KTT04127	ERRCNT_SPW_TXAHB			3	4	8			N	R		F	N						Y			B
KTT04128	ERRCNT_SPW_EARLYEOP			3	4	8			N	R		F	N						Y			B
KTT04129	ERRCNT_SPW_INVADDR			3	4	8			N	R		F	N						Y			B
KTT04130	ERRCNT_SPW_EEP			3	4	8			N	R		F	N						Y			B
KTT04131	ERRCNT_SPW_TOOBIG			3	4	8			N	R		F	N						Y			B
KTT04132	ERRCNT_RSE_PARITY			3	4	8			N	R		F	N						Y			B
KTT04133	ERRCNT_RSE_FRAME			3	4	8			N	R		F	N						Y			B
KTT04134	ERRCNT_RSE_ERRRESP			3	4	8			N	R		F	N						Y			B
KTT04135	ERRCNT_RSE_TIMEOUT			3	4	8			N	R		F	N						Y			B
KTT04136	ERRCNT_RSE_MOTORHOT			3	4	8			N	R		F	N						Y			B
KTT04137	ERRCNT_RSE_ELECHOT			3	4	8			N	R		F	N						Y			B
KTT04138	ERRCNT_RSE_NOCOM			3	4	8			N	R		F	N						Y			B
KTT04139	ERRCNT_PSU_CURR_WARN			3	4	8			N	R		F	N						Y			B
KTT04140	ERRCNT_PSU_TEMP_WARN			3	4	8			N	R		F	N						Y			B
KTT04141	ERRCNT_PSU_PERM_WARN			3	4	8			N	R		F	N						Y			B
KTT04142	ERRCNT_PSU_CURR_FAIL			3	4	8			N	R		F	N						Y			B
KTT04143	ERRCNT_PSU_TEMP_FAIL			3	4	8			N	R		F	N						Y			B
KTT04144	ERRCNT_PSU_PERM_FAIL			3	4	8			N	R		F	N						Y			B
KTT04145	ERRCNT_PSU_PSUOK_ERR			3	4	8			N	R		F	N						Y			B
KTT04146	ERRCNT_PSU_RSEOK_ERR			3	4	8			N	R		F	N						Y			B
KTT04147	ERRCNT_PSU_PSUOK_PERM			3	4	8			N	R		F	N						Y			B
KTT04148	ERRCNT_PSU_RSEOK_PERM			3	4	8			N	R		F	N						Y			B
KTT04149	ERRCNT_CMD_INV_APID			3	4	8			N	R		F	N						Y			B
KTT04150	ERRCNT_SEG_INV_ID			3	4	8			N	R		F	N						Y			B
KTT04151	ERRCNT_SEG_INV_CRC			3	4	8			N	R		F	N						Y			B
KTT04152	ERRCNT_SEG_ONLY_END			3	4	8			N	R		F	N						Y			B
KTT04153	ERRCNT_SEG_INV_DEST			3	4	8			N	R		F	N						Y			B
KTT04154	ERRCNT_SEG_INV_SIZE			3	4	8			N	R		F	N						Y			B
KTT04155	ERRCNT_SEG_LOAD_CMP			3	4	8			N	R		F	N						Y			B
KTT04156	ERRCNT_CMD_BUF_FUL			3	4	8			N	R		F	N						Y			B
KTT04157	ERRCNT_TM_BUF_FUL			3	4	8			N	R		F	N						Y			B
KTT04158	ERRCNT_RX_BUF_FUL			3	4	8			N	R		F	N						Y			B
KTT04159	ERRCNT_REG_LOAD_CMP			3	4	8			N	R		F	N						Y			B
KTT04940	TM_SPARE_8BIT			3	4	8			N	R		F	N						Y			B
KTT04250	EVENT_ID			2	16	16			S	R	KSKT5036	F	N						Y			B
KTT04252	DBS_SW_VER			3	4	8			N	R		F	N						Y			B
KTT04253	DPU_FPGA_VER			3	12	16			N	R		F	N						Y			B
KTT04270	RSE_SHUT_STS			3	4	8			N	R		F	N						Y			B
KTT04271	RSE_SPARE			3	4	8			N	R		F	N						Y			B
KTT04290	EVT_ERR_CNT			3	4	8			N	R		F	N						Y			B
KTT04291	EVT_SPARE			3	4	8			N	R		F	N						Y			B
KTT04292	AHB_STS_REG			3	14	32			N	R		F	N						Y			B
KTT04293	MEM_ERR_ADDR			3	14	32			N	R		F	N						Y			B
KTT04310	RESET_TIMESTAMP			9	18	56			N	R		F	N						Y			B
KTT04311	RESET_SYNC			2	8	8			S	R	KTKT4004	F	N						Y			B
KTT04312	NO_CON_RES_CNT			3	4	8			N	R		F	N						Y			B
KTT04313	EVT_SPARE2			3	13	24			N	R		F	N						Y			B
KTT04550	MEM_ERR_VAL			3	14	32			N	R		F	N						Y			B
KTT04551	MEM_EXP_VAL			3	14	32			N	R		F	N						Y			B
KTT04690	RSE_MOTOR_TEMP			3	4	8			N	R		F	N						Y			B
KTT04691	RSE_ELEC_TEMP			3	4	8			N	R		F	N						Y			B
KTT04942	EVT_SPARE2			3	4	8			N	R		F	N						Y			B
KTT04780	FST_SEG_ADDR			3	14	32			N	R		F	N						Y			B
KTT04781	CUR_SEG_ADDR			3	14	32			N	R		F	N						Y			B
KTT04782	SEG_HEAD_1			3	14	32			N	R		F	N						Y			B
KTT04783	SEG_HEAD_2			3	14	32			N	R		F	N						Y			B
KTT04784	SEG_HEAD_3			3	14	32			N	R		F	N						Y			B
KTT04850	TRAP_CORE1			3	4	8			N	R		F	N						Y			B
KTT04851	TRAP_CORE2			3	4	8			N	R		F	N						Y			B
KTT04852	TRAP_SPARE			3	12	16			N	R		F	N						Y			B
KTT04853	REG_PSR_CORE1			3	14	32			N	R		F	N						Y			B
KTT04854	REG_WIM_CORE1			3	14	32			N	R		F	N						Y			B
KTT04855	REG_PC_CORE1			3	14	32			N	R		F	N						Y			B
KTT04856	REG_NPC_CORE1			3	14	32			N	R		F	N						Y			B
KTT04857	REG_FSR_CORE1			3	14	32			N	R		F	N						Y			B
KTT04858	REG_PSR_CORE2			3	14	32			N	R		F	N						Y			B
KTT04859	REG_WIM_CORE2			3	14	32			N	R		F	N						Y			B
KTT04860	REG_PC_CORE2			3	14	32			N	R		F	N						Y			B
KTT04861	REG_NPC_CORE2			3	14	32			N	R		F	N						Y			B
KTT04862	REG_FSR_CORE2			3	14	32			N	R		F	N						Y			B
KTT04863	AHB_FAIL_ADDR			3	14	32			N	R		F	N						Y			B
KTT04864	PC_HIST1_C1			3	14	32			N	R		F	N						Y			B
KTT04865	PC_HIST2_C1			3	14	32			N	R		F	N						Y			B
KTT04866	PC_HIST3_C1			3	14	32			N	R		F	N						Y			B
KTT04867	PC_HIST4_C1			3	14	32			N	R		F	N						Y			B
KTT04868	PC_HIST5_C1			3	14	32			N	R		F	N						Y			B
KTT04869	PC_HIST6_C1			3	14	32			N	R		F	N						Y			B
KTT04870	PC_HIST7_C1			3	14	32			N	R		F	N						Y			B
KTT04871	PC_HIST1_C2			3	14	32			N	R		F	N						Y			B
KTT04872	PC_HIST2_C2			3	14	32			N	R		F	N						Y			B
KTT04873	PC_HIST3_C2			3	14	32			N	R		F	N						Y			B
KTT04874	PC_HIST4_C2			3	14	32			N	R		F	N						Y			B
KTT04875	PC_HIST5_C2			3	14	32			N	R		F	N						Y			B
KTT04876	PC_HIST6_C2			3	14	32			N	R		F	N						Y			B
KTT04877	PC_HIST7_C2			3	14	32			N	R		F	N						Y			B
KTT04890	SW_TRAP_ID			2	16	16			S	R	KTKT4007	F	N						Y			B
KST05523	CcdTempAdcInputRng	345544477		5	1	32			N	R		F	N	10					Y			B
KST05524	CcdTempAdcOffset	345544478		5	1	32			N	R		F	N	10					Y			B
KST05541	CcdTempAdcOperCoef0	345544479		5	1	32			N	R		F	N	10					Y			B
KST05543	CcdTempAdcOperCoef1	345544480		5	1	32			N	R		F	N	10					Y			B
KST05544	CcdTempAdcOperCoef2	345544481		5	1	32			N	R		F	N	10					Y			B
KST05545	CcdTempAdcOperCoef3	345544482		5	1	32			N	R		F	N	10					Y			B
KST05546	CcdTempAdcOperCoef4	345544483		5	1	32			N	R		F	N	10					Y			B
KST05552	CcdTempAdcOperThrd	345544484		3	12	16			N	R		F	N	5					Y			B
KST05525	CcdTempKt	345544485		5	1	32			N	R		F	N	10					Y			B
KST05526	CcdTempVt0	345544486		5	1	32			N	R		F	N	10					Y			B
KST05001	AdcTemp1	345544487	degC	3	12	16			N	R	KSKP0004	F	N	5					Y			B
KST05002	AdcTempCcd	345544488	degC	3	12	16			N	R	KSKP0002	F	N	5					Y			B
KST05003	AdcTempFee	345544489	degC	3	12	16			N	R	KSKP0003	F	N	5					Y			B
KST05004	AlgoId			3	12	16			S	R	KSKT5001	F	N	5					Y			B
KST05554	AhbFailingAddrReg			3	14	32			N	R		F	N	10					Y			B
KST05555	AhbStatusReg			3	14	32			N	R		F	N	10					Y			B
KST05006	BootSpare16			3	12	16			N	R		F	N	5					Y			B
KST05007	DpuMemoryId			3	12	16			N	R		F	N	5					Y			B
KST05009	DpuResetType			3	4	8			N	R		F	N	3					Y			B
KST05010	DpuSwActive			2	2	2			N	R		F	N	1					Y			B
KST05011	DpuUnit			2	1	1			N	R		F	N	1					Y			B
KST05012	DpuWatchdogStatus			2	1	1			N	R		F	N	1					Y			B
KST05014	ErrLogInfo			7	21	168			N	R		F	N	51					Y			B
KST05015	ErrTimeStamp			9	18	56			N	R		F	N	17					Y			B
KST05556	EvtErrCnt			3	4	8			N	R		F	N	3					Y			B
KST05013	EvtId			3	12	16			S	R	KSKT5036	F	N	5					Y			B
KST05557	FsrCore1			3	14	32			N	R		F	N	10					Y			B
KST05558	FsrCore2			3	14	32			N	R		F	N	10					Y			B
KST05016	NErrRep			3	12	16			N	R		F	N	5					Y			B
KST05559	NoConnResetCnt			3	4	8			N	R		F	N	3					Y			B
KST05560	NpcCore1			3	14	32			N	R		F	N	10					Y			B
KST05561	NpcCore2			3	14	32			N	R		F	N	10					Y			B
KST05562	PcCore1			3	14	32			N	R		F	N	10					Y			B
KST05563	PcCore2			3	14	32			N	R		F	N	10					Y			B
KST05564	PcHistCore1			7	28	224			N	R		F	N	68					Y			B
KST05565	PcHistCore2			7	28	224			N	R		F	N	68					Y			B
KST05566	PsrCore1			3	14	32			N	R		F	N	10					Y			B
KST05567	PsrCore2			3	14	32			N	R		F	N	10					Y			B
KST05568	ResetEventId			3	12	16			N	R		F	N	5					Y			B
KST05569	ResetTime			9	18	56			N	R		F	N	17					Y			B
KST05755	ResetTimeSync			3	4	8			N	R		F	N	3					Y			B
KST05570	SquashCount			3	12	16			N	R		F	N	5					Y			B
KST05017	StartAddress			3	14	32			N	R		F	N	10					Y			B
KST05571	SwTrapId			3	12	16			N	R		F	N	5					Y			B
KST05572	TrapCore1			3	4	8			N	R		F	N	3					Y			B
KST05573	TrapCore2			3	4	8			N	R		F	N	3					Y			B
KST05574	WimCore1			3	14	32			N	R		F	N	10					Y			B
KST05575	WimCore2			3	14	32			N	R		F	N	10					Y			B
KST05018	ComprConfig			3	14	32			N	R		F	N	10					Y			B
KST05019	DataSize			3	14	32			N	R		F	N	10					Y			B
KST05020	DecomprConfig			3	14	32			N	R		F	N	10					Y			B
KST05021	SrcAddress			3	14	32			N	R		F	N	10					Y			B
KST05022	SrcMemId			3	12	16			S	R	KSKT5094	F	N	5					Y			B
KST05023	TrgtAddress			3	14	32			N	R		F	N	10					Y			B
KST05024	TrgtMemId			3	12	16			S	R	KSKT5096	F	N	5					Y			B
KST05025	ActFeeSt	345544490		3	12	16			N	R		F	N	5					Y			B
KST05026	ActSeqCnt			3	12	16			N	R		F	N	5					Y			B
KST05027	AdcMeasureVal			3	12	16			N	R		F	N	5					Y			B
KST05028	AdcValId			3	12	16			S	R	KSKT5027	F	N	5					Y			B
KST05029	AddrFailed			3	14	32			N	R		F	N	10					Y			B
KST05030	AhbStatusReg			3	14	32			N	R		F	N	10					Y			B
KST05031	AlarmLowerLimit			3	12	16			N	R		F	N	5					Y			B
KST05032	AlarmUpperLimit			3	12	16			N	R		F	N	5					Y			B
KST05033	CmprBufSize			3	12	16			N	R		F	N	5					Y			B
KST05034	ContId			3	12	16			N	R		F	N	5					Y			B
KST05035	DatErrCnt			3	12	16			N	R		F	N	5					Y			B
KST05036	DatErrCode			3	12	16			N	R		F	N	5					Y			B
KST05037	DebugVal			3	12	16			N	R		F	N	5					Y			B
KST05038	DestFeeSt			3	12	16			S	R	KSKT5165	F	N	5					Y			B
KST05039	DestIaswSt			3	12	16			S	R	KSKT5166	F	N	5					Y			B
KST05041	EvtErrCnt			3	4	8			N	R		F	N	3					Y			B
KST05042	evtFilterDef	345544321		3	12	16			N	R		F	N	5					Y			B
KST05043	EvtId			3	12	16			S	R	KSKT5036	F	N	5					Y			B
KST05040	evtLimitList	345544322		7	100	800			N	R		F	N	3					Y			B
KST05044	ExpSeqCnt			3	12	16			N	R		F	N	5					Y			B
KST05045	GroupId			3	4	8			N	R		F	N	3					Y			B
KST05046	IbswErrNo			3	12	16			N	R		F	N	5					Y			B
KST05047	InStreamId			3	4	8			N	R		F	N	3					Y			B
KST05883	MeasureVal			3	12	16			N	R		F	N	5					Y			B
KST05048	NEvtId			3	12	16			N	R		F	N	5					Y			B
KST05049	NoOfErrors			3	12	16			N	R		F	N	5					Y			B
KST05050	NotifCnt			3	12	16			N	R		F	N	5					Y			B
KST05051	ProcTermCode			3	12	16			N	R		F	N	5					Y			B
KST05052	RamAddr			3	14	32			N	R		F	N	10					Y			B
KST05884	ResErrReason			3	12	16			S	R	KSKT5184	F	N	5					Y			B
KST05054	RseErrResp			3	4	8			N	R		F	N	3					Y			B
KST05056	RseRegAddr			3	4	8			N	R		F	N	3					Y			B
KST05058	SdpFailCode			3	12	16			N	R		F	N	5					Y			B
KST05059	Spare16_1			3	12	16			N	R		F	N	5					Y			B
KST05060	Spare16_2			3	12	16			N	R		F	N	5					Y			B
KST05061	Spare8_1			3	4	8			N	R		F	N	3					Y			B
KST05062	Spare8_2			3	4	8			N	R		F	N	3					Y			B
KST05063	SrcFeeSt			3	12	16			S	R	KSKT5165	F	N	5					Y			B
