KSKP0004	8692	-31.1
KSKP0004	8790	-26.5
KSKP0004	8887	-21.9
KSKP0004	8985	-17.3
KSKP0004	9083	-12.7
KSKP0004	9181	-8.1
KSKP0004	9279	-3.5
KSKP0004	9377	1.1
KSKP0004	9474	5.6
KSKP0004	9572	10.2
KSKP0004	9670	14.8
KSKP0004	9768	19.4
KSKP0004	9866	24.0
KSKP0004	9964	28.6
KSKP0004	10061	33.2
KSKP0004	10159	37.8
KSKP0004	10257	42.4
KSKP0004	10355	47.0
KSKP0004	10453	51.6
KSKP0004	10551	56.2
KSKP0004	10648	60.8
KSKP0004	10746	65.4
KSKP0004	10844	70.0
KSKP0004	10942	74.6
KSKP0004	11040	79.2
KSKP0004	11138	83.8
KSKP0004	11235	88.3
KSKP0004	11333	92.9
KSKP0004	11431	97.5
KSKP0004	11529	102.1
KSKP0004	11627	106.7
KSKP0004	11725	111.3
KSKP0004	11822	115.9
KSKP0004	11920	120.5
KSKP0004	12018	125.1
KSKP0004	12116	129.7
KSKP0004	12214	134.3
KSKP0004	12312	138.9
KSKP0004	12410	143.5
KSKP0002	6000	-150.9
KSKP0002	6096	-146.7
KSKP0002	6193	-142.5
KSKP0002	6289	-138.3
KSKP0002	6386	-134.0
KSKP0002	6483	-129.8
KSKP0002	6579	-125.6
KSKP0002	6676	-121.3
KSKP0002	6772	-117.0
KSKP0002	6869	-112.8
KSKP0002	6966	-108.5
KSKP0002	7062	-104.2
KSKP0002	7159	-99.9
KSKP0002	7255	-95.6
KSKP0002	7352	-91.2
KSKP0002	7449	-86.9
KSKP0002	7545	-82.6
KSKP0002	7642	-78.2
KSKP0002	7738	-73.9
KSKP0002	7835	-69.5
KSKP0002	7932	-65.1
KSKP0002	8028	-60.8
KSKP0002	8125	-56.4
KSKP0002	8222	-52.0
KSKP0002	8318	-47.6
KSKP0002	8415	-43.2
KSKP0002	8511	-38.8
KSKP0002	8608	-34.3
KSKP0002	8705	-29.9
KSKP0002	8801	-25.5
KSKP0002	8898	-21.1
KSKP0002	8994	-17.8
KSKP0002	9091	-13.2
KSKP0002	9188	-8.7
KSKP0002	9284	-4.2
KSKP0002	9381	0.4
KSKP0002	9477	4.8
KSKP0002	9574	9.4
KSKP0002	9671	13.9
KSKP0002	9767	18.4
KSKP0002	9864	23.0
KSKP0002	9961	27.5
KSKP0002	10057	32.0
KSKP0002	10154	36.5
KSKP0002	10250	41.0
KSKP0002	10347	45.6
KSKP0002	10444	50.1
KSKP0002	10540	54.6
KSKP0002	10637	59.1
KSKP0002	10733	63.6
KSKP0002	10830	68.2
KSKP0002	10927	72.7
KSKP0002	11023	77.2
KSKP0002	11120	81.7
KSKP0002	11216	86.2
KSKP0002	11313	90.8
KSKP0002	11410	95.3
KSKP0002	11506	99.8
KSKP0002	11603	104.3
KSKP0002	11700	108.9
KSKP0003	5509	-100.8
KSKP0003	5565	-95.5
KSKP0003	5622	-90.1
KSKP0003	5678	-84.9
KSKP0003	5735	-79.5
KSKP0003	5792	-74.1
KSKP0003	5848	-68.8
KSKP0003	5905	-63.4
KSKP0003	5962	-58.1
KSKP0003	6018	-52.8
KSKP0003	6075	-47.4
KSKP0003	6131	-42.1
KSKP0003	6188	-36.8
KSKP0003	6245	-31.4
KSKP0003	6301	-26.1
KSKP0003	6358	-20.7
KSKP0003	6415	-15.4
KSKP0003	6471	-10.1
KSKP0003	6528	-4.7
KSKP0003	6585	0.7
KSKP0003	6641	6.0
KSKP0003	6698	11.3
KSKP0003	6754	16.6
KSKP0003	6811	22.0
KSKP0003	6868	27.4
KSKP0003	6924	32.6
KSKP0003	6981	38.0
KSKP0003	7038	43.4
KSKP0003	7094	48.7
KSKP0003	7151	54.0
KSKP0003	7207	59.3
KSKP0003	7264	64.7
KSKP0003	7321	70.1
KSKP0003	7377	75.4
KSKP0003	7434	80.7
KSKP0003	7491	86.1
KSKP0003	7547	91.4
KSKP0003	7604	96.8
KSKP0003	7661	102.1
KSKP0003	7717	107.4
KSKP0003	7774	112.8
KSKP0003	7830	118.1
KSKP0003	7887	123.4
KSKP0003	7944	128.8
KSKP0003	8000	134.1
KSKP0003	8057	139.5
KSKP0003	8114	144.8
KSKP0003	8170	150.1
KSKP0003	8227	155.5
KSKP0003	8284	160.9
KSKP0005	1	-244.9
KSKP0005	5	-237.2
KSKP0005	9	-229.5
KSKP0005	13	-221.7
KSKP0005	17	-213.9
KSKP0005	21	-206.1
KSKP0005	25	-198.2
KSKP0005	30	-188.3
KSKP0005	34	-180.4
KSKP0005	38	-172.4
KSKP0005	42	-164.4
KSKP0005	46	-156.3
KSKP0005	50	-148.3
KSKP0005	55	-138.1
KSKP0005	59	-130.0
KSKP0005	63	-121.8
KSKP0005	67	-113.5
KSKP0005	71	-105.3
KSKP0005	75	-97.0
KSKP0005	80	-86.6
KSKP0005	84	-78.2
KSKP0005	88	-69.8
KSKP0005	92	-61.3
KSKP0005	96	-52.8
KSKP0005	100	-44.3
KSKP0005	105	-33.6
KSKP0005	109	-24.9
KSKP0005	113	-16.3
KSKP0005	117	-7.6
KSKP0005	121	1.2
KSKP0005	125	9.9
KSKP0005	130	21.0
KSKP0005	134	29.8
KSKP0005	138	38.8
KSKP0005	142	47.7
KSKP0005	146	56.7
KSKP0005	150	65.7
KSKP0005	155	77.1
KSKP0005	159	86.2
KSKP0005	163	95.4
KSKP0005	167	104.7
KSKP0005	171	113.9
KSKP0005	175	123.2
KSKP0005	180	135.0
KSKP0005	184	144.4
KSKP0005	188	153.8
KSKP0005	192	163.4
KSKP0005	196	172.9
KSKP0005	200	182.5
KSKP0005	205	194.6
KSKP0006	1	-244.9
KSKP0006	5	-237.2
KSKP0006	9	-229.5
KSKP0006	13	-221.7
KSKP0006	17	-213.9
KSKP0006	21	-206.1
KSKP0006	25	-198.2
KSKP0006	30	-188.3
KSKP0006	34	-180.4
KSKP0006	38	-172.4
KSKP0006	42	-164.4
KSKP0006	46	-156.3
KSKP0006	50	-148.3
KSKP0006	55	-138.1
KSKP0006	59	-130.0
KSKP0006	63	-121.8
KSKP0006	67	-113.5
KSKP0006	71	-105.3
KSKP0006	75	-97.0
KSKP0006	80	-86.6
KSKP0006	84	-78.2
KSKP0006	88	-69.8
KSKP0006	92	-61.3
KSKP0006	96	-52.8
KSKP0006	100	-44.3
KSKP0006	105	-33.6
KSKP0006	109	-24.9
KSKP0006	113	-16.3
KSKP0006	117	-7.6
KSKP0006	121	1.2
KSKP0006	125	9.9
KSKP0006	130	21.0
KSKP0006	134	29.8
KSKP0006	138	38.8
KSKP0006	142	47.7
KSKP0006	146	56.7
KSKP0006	150	65.7
KSKP0006	155	77.1
KSKP0006	159	86.2
KSKP0006	163	95.4
KSKP0006	167	104.7
KSKP0006	171	113.9
KSKP0006	175	123.2
KSKP0006	180	135.0
KSKP0006	184	144.4
KSKP0006	188	153.8
KSKP0006	192	163.4
KSKP0006	196	172.9
KSKP0006	200	182.5
KSKP0006	205	194.6
