KTC40011	E		16	464	0	KTP40138	R	0	
KTC40011	E		16	480	0	KTP40139	R	0	
KTC40011	E		16	496	0	KTP40140	R	16382	
KTC40011	E		16	512	0	KTP40141	R	16382	
KTC40011	E		16	528	0	KTP40146	R	0	
KTC40011	E		16	544	0	KTP40147	R	0	
KTC40011	E		16	560	0	KTP40148	R	16382	
KTC40011	E		16	576	0	KTP40149	R	16382	
KTC40011	E		16	592	0	KTP40142	R	0	
KTC40011	E		16	608	0	KTP40143	R	0	
KTC40011	E		16	624	0	KTP40144	R	16382	
KTC40011	E		16	640	0	KTP40145	R	16382	
KTC40011	E		16	656	0	KTP40150	R	0	
KTC40011	E		16	672	0	KTP40151	R	0	
KTC40011	E		16	688	0	KTP40152	R	16382	
KTC40011	E		16	704	0	KTP40153	R	16382	
KTC40011	E		16	720	0	KTP40154	R	0	
KTC40011	E		16	736	0	KTP40155	R	0	
KTC40011	E		16	752	0	KTP40156	R	16382	
KTC40011	E		16	768	0	KTP40157	R	16382	
KTC40011	E		16	784	0	KTP40158	R	0	
KTC40011	E		16	800	0	KTP40159	R	0	
KTC40011	E		16	816	0	KTP40160	R	16382	
KTC40011	E		16	832	0	KTP40161	R	16382	
KTC40011	E		16	848	0	KTP40162	R	0	
KTC40011	E		16	864	0	KTP40163	R	0	
KTC40011	E		16	880	0	KTP40164	R	16382	
KTC40011	E		16	896	0	KTP40165	R	16382	
KTC40011	E		16	912	0	KTP40166	R	0	
KTC40011	E		16	928	0	KTP40167	R	0	
KTC40011	E		16	944	0	KTP40168	R	16382	
KTC40011	E		16	960	0	KTP40169	R	16382	
KTC40011	E		16	976	0	KTP40170	R	0	
KTC40011	E		16	992	0	KTP40171	R	0	
KTC40011	E		16	1008	0	KTP40172	R	16382	
KTC40011	E		16	1024	0	KTP40173	R	16382	
KTC40011	E		16	1040	0	KTP40174	R	0	
KTC40012	F		16	0	0	KTP40100	E	RSE_PARAM	
KTC40012	E		8	16	0	KTP40190	R	0	
KTC40012	E		8	24	0	KTP40191	R	0	
KTC40012	E		8	32	0	KTP40192	R	0	
KTC40012	E		8	40	0	KTP40193	R	0	
KTC40012	E		8	48	0	KTP40194	R	0	
KTC40012	E		16	56	0	KTP40195	R	0	
KTC40012	E		8	72	0	KTP40196	R	0	
KTC40012	E		8	80	0	KTP40197	R	0	
KTC40012	E		16	88	0	KTP40198	R	0	
KTC40012	A	RSE_SPARE	8	104	0		R	0	
KTC40012	E		16	112	0	KTP40174	R	0	
KTC40018	E		16	0	0	KTP40260	E	DPU_RAM	
KTC40018	E		32	16	0	KTP40261	R	0	
KTC40018	E		32	48	0	KTP40262	R	60040000	
KTC40018	E		32	80	0	KTP40263	R	0	
KTC40018	E		32	112	0	KTP40264	R	0	
KTC40018	E		32	144	0	KTP40265	R	0	
KTC40018	E		32	176	0	KTP40266	R	0	
KTC40018	E		32	208	0	KTP40267	R	0	
KTC40018	A	TC_SPARE_16BIT	16	240	0		R	0	
KTC40019	E		32	0	0	KTP40280	R	20000000	
KTC40019	E		32	32	0	KTP40281	R	0	
KTC40019	E		32	64	0	KTP40282	R	20000000	
KTC40019	E		32	96	0	KTP40283	R	FFFFFFFF	
KSC50052	E		16	0		KSP50190	R		
KSC50052	A	SPARE	16	16			R	0	
KSC50052	E		16	32		KSP50173	R		
KSC50052	E		16	48	1	KSP50171	R		
KSC50052	E		32	64		KSP50172	R		
KSC50053	E		16	0		KSP50190	R		
KSC50053	A	SPARE	16	16			R	0	
KSC50054	E		16	0		KSP50190	R		
KSC50054	A	SPARE	16	16			R	0	
KSC50055	E		16	0		KSP50190	R		
KSC50055	A	SPARE	16	16			R	0	
KSC50056	E		16	0		KSP50190	R		
KSC50056	A	SPARE	16	16			R	0	
KSC50061	E		16	0		KSP50190	R		
KSC50061	E		16	16		KSP50173	R		
KSC50137	A	SPARE	16	0			R	0	
KSC50137	E		16	16	2	KSP50048	R		
KSC50137	E		16	32		KSP50043	R		
KSC50137	A	SPARE	16	48			R	0	
KSC50138	A	SPARE	16	0			R	0	
KSC50138	E		16	16	2	KSP50048	R		
KSC50138	E		16	32		KSP50043	R		
KSC50138	A	SPARE	16	48			R	0	
KSC50139	E		16	0		KSP50203	R		
KSC50139	E		32	16		KSP50202	R		
KSC50139	E		32	48	1	KSP50199	R		
KSC50139	E		8	80		KSP50198	R		
KSC50139	A	SPARE	16	88			R	0	
KSC50140	E		16	0		KSP50201	R		
KSC50140	E		32	16		KSP50202	R		
KSC50140	E		32	48		KSP50199	R		
KSC50140	A	SPARE	16	80			R	0	
KSC50241	E		16	0		KSP50201	R		
KSC50241	E		32	16		KSP50202	R		
KSC50241	E		32	48		KSP50199	R		
KSC50241	A	SPARE	16	80			R	0	
KSC50142	E		56	0		KSP50372	R		
KSC50142	A	SPARE	8	56			R	0	
KSC50147	E		8	0		KSP50195	R		
KSC50147	A	SPARE	8	8			R	0	
KSC50147	A	SPARE	16	16			R	0	
KSC50148	E		8	0		KSP50195	R		
KSC50148	E		16	8		KSP50196	R		
KSC50148	E		16	24	1	KSP50194	R		
KSC50148	E		8	40		KSP50193	R		
KSC50149	E		8	0		KSP50195	R		
KSC50149	E		16	8		KSP50196	R		
KSC50149	E		16	24	1	KSP50194	R		
KSC50149	E		8	40		KSP50193	R		
KSC50150	E		8	0		KSP50195	R		
KSC50150	E		16	8		KSP50196	R		
KSC50150	E		16	24	1	KSP50194	R		
KSC50150	E		8	40		KSP50193	R		
KSC50152	E		8	0		KSP50195	R		
KSC50152	A	SPARE	8	8			R	0	
KSC50152	A	SPARE	16	16			R	0	
KSC50155	E		16	0		KSP50281	R		
KSC50155	A	SPARE	16	16			R	0	
KSC50159	F		16	0		KSP50281	E	ADC_RANGES	
KSC50159	E		16	16		KSP50278	R		
KSC50159	E		16	32		KSP50276	R		
KSC50159	E		16	48		KSP50279	R		
KSC50159	E		16	64		KSP50277	R		
KSC50159	E		16	80		KSP50270	R		
KSC50159	E		16	96		KSP50268	R		
KSC50159	E		16	112		KSP50271	R		
KSC50159	E		16	128		KSP50269	R		
KSC50159	E		16	144		KSP50274	R		
KSC50159	E		16	160		KSP50272	R		
KSC50159	E		16	176		KSP50275	R		
KSC50159	E		16	192		KSP50273	R		
KSC50159	E		16	208		KSP50266	R		
KSC50159	E		16	224		KSP50264	R		
KSC50159	E		16	240		KSP50267	R		
KSC50159	E		16	256		KSP50265	R		
KSC50159	E		16	272		KSP50262	R		
KSC50159	E		16	288		KSP50260	R		
KSC50159	E		16	304		KSP50263	R		
KSC50159	E		16	320		KSP50261	R		
KSC50159	E		16	336		KSP50258	R		
KSC50159	E		16	352		KSP50256	R		
KSC50159	E		16	368		KSP50259	R		
KSC50159	E		16	384		KSP50257	R		
KSC50159	E		16	400		KSP50284	R		
KSC50159	E		16	416		KSP50282	R		
KSC50159	E		16	432		KSP50285	R		
KSC50159	E		16	448		KSP50283	R		
KSC50159	E		16	464		KSP50291	R		
KSC50159	E		16	480		KSP50289	R		
KSC50159	E		16	496		KSP50292	R		
KSC50159	E		16	512		KSP50290	R		
KSC50159	E		16	528		KSP50295	R		
KSC50159	E		16	544		KSP50293	R		
KSC50159	E		16	560		KSP50296	R		
KSC50159	E		16	576		KSP50294	R		
KSC50159	E		16	592		KSP50299	R		
KSC50159	E		16	608		KSP50297	R		
KSC50159	E		16	624		KSP50300	R		
KSC50159	E		16	640		KSP50298	R		
KSC50159	E		16	656		KSP50237	R		
KSC50159	E		16	672		KSP50235	R		
KSC50159	E		16	688		KSP50238	R		
KSC50159	E		16	704		KSP50236	R		
KSC50159	E		16	720		KSP50241	R		
KSC50159	E		16	736		KSP50239	R		
KSC50159	E		16	752		KSP50242	R		
KSC50159	E		16	768		KSP50240	R		
KSC50159	E		16	784		KSP50233	R		
KSC50159	E		16	800		KSP50231	R		
KSC50159	E		16	816		KSP50234	R		
KSC50159	E		16	832		KSP50232	R		
KSC50159	E		16	848		KSP50249	R		
KSC50159	E		16	864		KSP50247	R		
KSC50159	E		16	880		KSP50250	R		
KSC50159	E		16	896		KSP50248	R		
KSC50159	E		16	912		KSP50245	R		
KSC50159	E		16	928		KSP50243	R		
KSC50159	E		16	944		KSP50246	R		
KSC50159	E		16	960		KSP50244	R		
KSC50159	E		16	976		KSP50303	R		
KSC50159	E		16	992		KSP50301	R		
KSC50159	E		16	1008		KSP50304	R		
KSC50159	E		16	1024		KSP50302	R		
KSC50159	E		16	1040		KSP50225	R		
KSC50160	F		16	0		KSP50281	E	HEAT_CTRL_IASW	
KSC50160	E		16	16		KSP50229	R		
KSC50160	E		32	32		KSP50444	R		
KSC50160	E		32	64		KSP50448	R		
KSC50160	E		32	96		KSP50449	R		
KSC50160	E		32	128		KSP50446	R		
KSC50160	E		32	160		KSP50447	R		
KSC50160	E		32	192		KSP50230	R		
KSC50160	E		32	224		KSP50228	R		
KSC50160	E		32	256		KSP50443	R		
KSC50160	E		32	288		KSP50445	R		
KSC50160	A	SPARE	16	320			R	0	
KSC50160	E		16	336		KSP50225	R		
KSC50161	F		16	0		KSP50281	E	RSE_PARAM	
KSC50161	E		8	16		KSP50255	R		
KSC50161	E		8	24		KSP50288	R		
KSC50161	E		8	32		KSP50226	R		
KSC50161	E		8	40		KSP50253	R		
KSC50161	E		8	48		KSP50251	R		
KSC50161	E		16	56		KSP50254	R		
KSC50161	E		8	72		KSP50286	R		
KSC50161	E		8	80		KSP50252	R		
KSC50161	E		16	88		KSP50227	R		
KSC50161	A	SPARE	8	104			R	0	
KSC50161	E		16	112		KSP50280	R		
KSC50166	E		16	0		KSP50073	R		
KSC50166	A	SPARE	16	16			R	0	
KSC50167	E		16	0		KSP50073	R		
KSC50167	A	SPARE	16	16			R	0	
KSC50170	E		16	0		KSP50073	R		
KSC50170	A	SPARE	16	16			R	0	
KSC50171	E		16	0		KSP50073	R		
KSC50171	A	SPARE	16	16			R	0	
KSC50222	E		16	0		KSP50004	R		
KSC50222	A	SPARE	16	16			R	0	
KSC50180	E		16	0		KSP50004	R		
KSC50180	A	SPARE	16	16			R	0	
KSC50181	E		16	0		KSP50004	R		
KSC50181	A	SPARE	16	16			R	0	
KSC50182	E		16	0		KSP50004	R		
KSC50182	A	SPARE	16	16			R	0	
KSC50212	F		16	0		KSP50317	E	FEE_IN_ALL_SYNC_	
KSC50212	A	SPARE	16	16			R	0	
KSC50213	F		16	0		KSP50317	E	FEE_IN_SYNC_PR	
KSC50213	E		16	16	1	KSP50318	R		
KSC50213	E		32	32		KSP50450	R		
KSC50214	F		16	0		KSP50317	E	FEE_OUT_SYNC_PR	
KSC50214	E		16	16	2	KSP50318	R		
KSC50214	E		32	32		KSP50450	R		
KSC50214	E		32	64		KSP50451	R		
KSC50215	F		16	0		KSP50317	E	RSE_CONFIG_PR	
KSC50215	E		16	16		KSP50452	R		
KSC50216	F		16	0		KSP50317	E	RSE_STATUS_PR	
KSC50216	A	SPARE	16	16			R	0	
KSC50217	F		16	0		KSP50317	E	FEE_IN_ALL_SYNC_	
KSC50217	A	SPARE	16	16			R	0	
KSC50218	F		16	0		KSP50317	E	FEE_IN_SYNC_PR	
KSC50218	A	SPARE	16	16			R	0	
KSC50219	F		16	0		KSP50317	E	FEE_OUT_SYNC_PR	
KSC50219	A	SPARE	16	16			R	0	
KSC50220	F		16	0		KSP50317	E	RSE_CONFIG_PR	
KSC50220	A	SPARE	16	16			R	0	
KSC50221	F		16	0		KSP50317	E	RSE_STATUS_PR	
KSC50221	A	SPARE	16	16			R	0	
KSC50190	E		32	0		KSP50204	R		
KSC50190	E		32	32		KSP50205	R		
KSC50190	E		32	64		KSP50206	R		
KSC50190	E		32	96		KSP50207	R		
KSC50193	F		16	0		KSP50215	E	PAR_BOOL	
KSC50193	E		16	16	4	KSP50209	R		
KSC50193	E		32	32		KSP50210	R		
KSC50193	E		16	64		KSP50208	R		
KSC50193	E		8	80		KSP50216	R		
KSC50193	A	SPARE	8	88			R	0	
KSC50194	F		16	0		KSP50215	E	PAR_INT8	
KSC50194	E		16	16	4	KSP50209	R		
KSC50194	E		32	32		KSP50210	R		
KSC50194	E		16	64		KSP50208	R		
KSC50194	E		8	80		KSP50221	R		
KSC50194	A	SPARE	8	88			R	0	
KSC50195	F		16	0		KSP50215	E	PAR_INT16	
KSC50195	E		16	16	4	KSP50209	R		
KSC50195	E		32	32		KSP50210	R		
KSC50195	E		16	64		KSP50208	R		
KSC50195	E		16	80		KSP50219	R		
KSC50195	A	SPARE	32	96			R	0	
KSC50196	F		16	0		KSP50215	E	PAR_INT32	
KSC50196	E		16	16	4	KSP50209	R		
KSC50196	E		32	32		KSP50210	R		
KSC50196	E		16	64		KSP50208	R		
KSC50196	E		32	80		KSP50220	R		
KSC50196	A	SPARE	16	112			R	0	
KSC50197	F		16	0		KSP50215	E	PAR_UINT8	
KSC50197	E		16	16	4	KSP50209	R		
KSC50197	E		32	32		KSP50210	R		
KSC50197	E		16	64		KSP50208	R		
KSC50197	E		8	80		KSP50224	R		
KSC50197	A	SPARE	8	88			R	0	
KSC50198	F		16	0		KSP50215	E	PAR_UINT16	
KSC50198	E		16	16	4	KSP50209	R		
KSC50198	E		32	32		KSP50210	R		
KSC50198	E		16	64		KSP50208	R		
KSC50198	E		16	80		KSP50222	R		
KSC50198	A	SPARE	32	96			R	0	
KSC50199	F		16	0		KSP50215	E	PAR_UINT32	
KSC50199	E		16	16	4	KSP50209	R		
KSC50199	E		32	32		KSP50210	R		
KSC50199	E		16	64		KSP50208	R		
KSC50199	E		32	80		KSP50223	R		
KSC50199	A	SPARE	16	112			R	0	
KSC50200	F		16	0		KSP50215	E	PAR_FLOAT	
KSC50200	E		16	16	4	KSP50209	R		
KSC50200	E		32	32		KSP50210	R		
KSC50200	E		16	64		KSP50208	R		
KSC50200	E		32	80		KSP50218	R		
KSC50200	A	SPARE	16	112			R	0	
KSC50201	F		16	0		KSP50215	E	PAR_CUC	
KSC50201	E		16	16	4	KSP50209	R		
KSC50201	E		32	32		KSP50210	R		
KSC50201	E		16	64		KSP50208	R		
KSC50201	E		56	80		KSP50217	R		
KSC50201	A	SPARE	24	136			R	0	
KSC50202	E		16	0		KSP50022	R		
KSC50202	E		32	16		KSP50021	R		
KSC50202	E		32	48		KSP50019	R		
KSC50202	E		16	80		KSP50024	R		
KSC50202	E		32	96		KSP50023	R		
KSC50203	E		16	0		KSP50022	R		
KSC50203	E		32	16		KSP50021	R		
KSC50203	E		32	48		KSP50019	R		
KSC50203	E		32	80		KSP50018	R		
KSC50203	E		16	112		KSP50024	R		
KSC50203	E		32	128		KSP50023	R		
KSC50204	E		16	0		KSP50022	R		
KSC50204	E		32	16		KSP50021	R		
KSC50204	E		32	48		KSP50019	R		
KSC50204	E		32	80		KSP50020	R		
KSC50204	E		16	112		KSP50024	R		
KSC50204	E		32	128		KSP50023	R		
KSC50205	E		32	0		KSP50197	R		
